SpecObjID,DR8ObjID,DR7ObjID,RA,Dec,RA_string,Dec_string,dist_debiased,irreg_debiased,merg_debiased,Petrorad_u,Petrorad_u_err,Petrorad_g,Petrorad_g_err,Petrorad_r,Petrorad_r_err,Petrorad_i,Petrorad_i_err,Petrorad_z,Petrorad_z_err,Petromag_u,Petromag_u_err,Petromag_g,Petromag_g_err,Petromag_r,Petromag_r_err,Petromag_i,Petromag_i_err,Petromag_z,Petromag_z_err,Extinction_u,Extinction_g,Extinction_r,Extinction_i,Extinction_z,5r_p,s_z,RA_err,Dec_err,2CXO_ID,2CXO_RA,2CXO_Dec,err_ellipse_r0,err_ellipse_r1,significance,major_axis_b,major_axis_h,major_axis_m,major_axis_s,major_axis_u,offset_arcsec,offset_rp,del_offset,flag_offset
439238433089546240,1237656907968151674,587731186743246983,5.646314,0.29292929999999995,00:22:35.12,+00:17:34.5,0.214,0.321,0.0,8.716737,0.49893820000000005,7.735096,0.1381862,7.408180000000001,0.14073729999999998,7.4585539999999995,0.145046,7.133697,0.3297492,18.86019,0.11026980000000002,17.42384,0.01198323,16.68972,0.01034312,16.28481,0.01038916,16.06329,0.03718103,0.1093248,0.08518512,0.05893067,0.0437918,0.03257306,83.44859,0.1060885,0.0049689352917996294,0.0058045558572575,b'2CXO J002235.9+001850',5.649851025917371,0.31395958918374406,0.29768377584826716,0.29498999981140395,16.805332656393936,0.14309161463490283,0.08065500408291042,0.14852254950477747,0.1542706403387816,0.15398680871576043,76.77236258431199,10.363188068366588,0.29512110030763267,true
496648334094657536,1237651250946375854,588007004698181808,125.4113,47.059490000000004,08:21:38.71,+47:03:34.2,0.0,0.152,0.455,3.9938339999999997,0.7244939,3.375818,0.08056033,3.129741,0.06905273,3.271801,0.06974867,3.042427,0.15486570000000002,19.88146,0.09549216,17.99367,0.026303800000000002,17.04226,0.02452756,16.63505,0.0223321,16.335910000000002,0.02480953,0.1793428,0.13974270000000003,0.09667337,0.07183868,0.05343478,85.21129,0.1238146,0.00438778235850658,0.00433488242100942,b'2CXO J082133.6+470237',125.3900081859556,47.04373246797251,0.29152703305149674,0.2910080916106155,27.422800659385207,0.10626892360714282,0.06419641121272726,0.11299543061253815,0.11247887693515674,0.1090651934596481,95.35863592383441,30.46853906563975,0.2913762525239035,true
510150887428089856,1237651252027654232,588007005779460186,145.2626,59.756159999999994,09:41:03.03,+59:45:22.2,0.0,0.429,0.0,9.549274,0.8925109,9.274545,0.1465305,8.699616,0.1099327,8.754169000000001,0.1306288,9.001281,0.3859351,18.0393,0.04992642,16.984070000000003,0.009284318,16.63027,0.01059858,16.31182,0.01244576,16.22515,0.04138305,0.07837043,0.06106571,0.04224497,0.03139254,0.02335028,83.15133,0.05400408,0.0411192036726866,0.0531190124448198,b'2CXO J094055.5+594436',145.2315671280041,59.743503181938294,0.6140279039511178,0.4123116465044235,5.199999999999818,0.9287524998039922,0.8736270546648979,0.9417531011091494,0.9462034540617832,0.9447806413300159,120.65287014154285,13.868758131570731,0.5910633807315658,true
1137249110307399680,0,587731870702633034,159.6869,53.50144,10:38:44.86,+53:30:05.2,0.20600000000000002,0.235,0.059000000000000004,1.9019529999999998,0.01159329,1.7670560000000002,0.004643541,1.748616,0.0051920000000000004,1.6439700000000002,0.01048503,1.646823,0.01839313,15.927229999999998,0.05188325,15.776779999999999,0.07220031,15.5584,0.06143543,16.333779999999997,0.11258889999999999,16.2113,0.104753,0.0951908,0.07417203,0.05131186,0.03813021,0.02836187,77.79198000000001,0.0031984920000000003,0.00227549865865824,0.0018279762693671397,b'2CXO J103845.9+533004',159.691660314243,53.50124271424628,0.29343269792634563,0.2932072496629572,29.751690912109787,0.15175499162151956,0.11935659428074634,0.1560157221964015,0.15690056410217526,0.1563172815089415,17.15184226696607,9.808810091504407,0.29344112899117686,true
1137249110307399680,0,587731870702633034,159.6869,53.50144,10:38:44.86,+53:30:05.2,0.20600000000000002,0.235,0.059000000000000004,1.9019529999999998,0.01159329,1.7670560000000002,0.004643541,1.748616,0.0051920000000000004,1.6439700000000002,0.01048503,1.646823,0.01839313,15.927229999999998,0.05188325,15.776779999999999,0.07220031,15.5584,0.06143543,16.333779999999997,0.11258889999999999,16.2113,0.104753,0.0951908,0.07417203,0.05131186,0.03813021,0.02836187,77.79198000000001,0.0031984920000000003,0.00227549865865824,0.0018279762693671397,b'2CXO J103839.7+533053',159.66556542600222,53.514762573458405,0.315029239316597,0.3102702694143966,7.13459948088564,0.12856210173695398,0.08785611734054029,0.12769875457335503,0.13495386763126685,0.13183920978452002,90.54948340796334,51.78351531037308,0.3137088310642335,true
1317407665726449664,1237659326026678455,587733604801773771,241.5496,44.06027,16:06:11.91,+44:03:37.0,0.26201278,0.31537659999999995,0.0,6.897908,4.448066000000001,4.551367,0.4048368,4.645819,0.22869679999999998,4.549315,0.26747,2.944691,0.2897478,19.74454,0.15597950000000002,17.90768,0.01886994,16.97579,0.01478797,16.61599,0.01457328,16.3774,0.03717939,0.06394126,0.04982259,0.03446704,0.025612700000000002,0.01905115,84.87893000000001,0.1099479,0.0041064564498139895,0.0041142848268638,b'2CXO J160607.3+440248',241.53049753881703,44.046733442068785,0.7624992155696194,0.49691770790847944,8.596510112643879,0.6616970888262916,0.433179896883262,0.6974620652921834,0.7071770861612013,0.7246162676680958,84.28478992899183,18.142073535148878,0.6852805402258978,true
1449065386589841408,1237658204520710251,587732483295805571,215.833,45.631879999999995,14:23:19.92,+45:37:54.8,0.022716856,0.24439605,0.48598957,4.70983,0.21954179999999995,4.860863,0.05450835,4.937112,0.04820875,4.87317,0.04605228,4.736713,0.1525937,18.380470000000003,0.04210057,17.36757,0.01881403,16.80795,0.0203562,16.46572,0.02143543,16.41115,0.03785094,0.04618897,0.03599013,0.02489781,0.01850174,0.01376189,84.03973,0.1285997,0.0132657631012151,0.0116727797828572,b'2CXO J142325.2+453850',215.8553240487239,45.64736498744541,0.40548460002203457,0.33172467123360655,9.71976004745214,0.34401969523849946,0.29698926996845065,0.3549977738748361,0.3593724631823468,0.35828068839951394,97.80796449905343,19.81076477484275,0.38329729462992296,true
1646177591322765312,1237662196142047434,588017949893853410,200.382,42.53562,13:21:31.68,+42:32:08.2,0.318,0.409,0.0,10.121780000000001,0.4606237,10.84384,0.2642691,9.958891,0.20674499999999998,9.09862,0.1256164,8.582585,0.3743165,18.10495,0.07191078,16.90091,0.01210637,16.72034,0.01586201,16.639570000000003,0.02589455,16.77776,0.08772843,0.06774927,0.05278977,0.03651972,0.02713807,0.02018574,83.60172,0.03557316,0.0422297748984409,0.0208305497467977,b'2CXO J132127.1+423245',200.36298137290305,42.54585004284391,0.5519577613786588,0.36341641107787276,8.504705947400558,0.5464336815614956,0.41901468458614466,0.5765618191486782,0.5852791581271835,0.5919194972705063,77.74349435165901,7.806440933198186,0.5171158805634634,true
1804874227845720064,1237660615582286150,587734894357381192,165.1993,10.59491,11:00:47.84,+10:35:41.7,0.0,1.0,0.0,3.371984,0.2752031,3.581985,0.1172039,3.764933,0.1495658,3.694954,0.1340035,3.702267,0.1209414,17.84252,0.02592629,16.22618,0.007180252,15.55455,0.007225704,15.196110000000001,0.007548481,14.95456,0.009361259,0.1216996,0.0948275,0.06560123,0.04874874,0.03626011,77.77274,0.06331285,0.00316079027888293,0.0034572859222095,b'2CXO J110044.2+103543',165.18422960160046,10.595404584256812,0.34052170692446054,0.30941656751507196,7.485235974232305,0.23819908080013602,0.20889344050168906,0.24223509677157254,0.24228517523713705,0.24502783242246623,54.28264288640989,14.417957208377915,0.3405044422055178,true
1849898954527893504,1237662662669434885,587736941444530182,213.7876,36.124970000000005,14:15:09.03,+36:07:29.9,0.0,0.917,0.0,4.923771,0.28843579999999996,5.640614,0.3433938,6.065333,0.2658078,6.118326000000001,0.1902861,5.638458999999999,0.2619576,17.55536,0.02617979,16.61626,0.005472509,16.39783,0.007985761,16.29898,0.01019519,16.3451,0.04019505,0.04982566,0.03882381,0.02685813,0.01995847,0.01484544,81.98917,0.02776438,0.0372496618155901,0.0202013157988169,b'2CXO J141512.5+360812',213.8024034008581,36.13684005829932,0.29053700029856083,0.29052074214581664,76.55448502996406,0.4449525788551733,0.41160100238749964,0.4547446294941015,0.45713305008622307,0.45931681446560346,68.30889352414906,11.262183547737454,0.29225381343360557,true
